ATPT_OFCDC_SC_CODE,ATPT_OFCDC_SC_NM,SD_SCHUL_CODE,SCHUL_NM,AY,SEM,ALL_TI_YMD,DGHT_CRSE_SC_NM,ORD_SC_NM,DDDEP_NM,GRADE,CLRM_NM,CLASS_NM,PERIO,ITRT_CNTNT,LOAD_DTM
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,2,8,8,2,일본어Ⅰ,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,2,8,8,3,생명과학Ⅰ_생명과학IC,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,2,8,8,4,영어Ⅱ,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,2,8,8,5,수학Ⅱ,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,2,8,8,7,생명과학Ⅰ_생명과학IB,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,2,공유클래스1,,1,중국어Ⅰ,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,2,공유클래스1,,2,중국어Ⅰ,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,2,공유클래스2,,7,지구과학Ⅰ_지구과학IB,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,2,컴퓨터실,,1,인공지능 기초,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,2,컴퓨터실,,2,인공지능 기초,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,3,1,1,1,화법과 작문,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,3,1,1,2,생활과 윤리,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,3,1,1,3,논술,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,3,1,1,4,여행지리,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,3,1,1,5,진로활동,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,3,1,1,7,고전 읽기,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,3,2,2,1,영어 독해와 작문,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,3,2,2,2,정치와 법,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,3,2,2,3,화법과 작문,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,3,2,2,4,고전 읽기,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,3,2,2,5,영미 문학 읽기,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,3,2,2,7,논술,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,3,3,3,1,영미 문학 읽기,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,3,3,3,2,생활과 윤리,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,3,3,3,3,고전 읽기,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,3,3,3,4,정치와 법,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,3,3,3,5,확률과 통계,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,3,3,3,7,화법과 작문,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,3,4,4,1,생활과 윤리,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,3,4,4,2,논술,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,3,4,4,3,영어 독해와 작문,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,3,4,4,4,확률과 통계,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,3,4,4,5,여행지리,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,3,4,4,7,고전 읽기,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,3,5,5,1,정치와 법,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,3,5,5,2,고전 읽기,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,3,5,5,3,영미 문학 읽기,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,3,5,5,4,영어 독해와 작문,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,3,5,5,5,중국어Ⅱ,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,3,5,5,7,중국어Ⅱ,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,3,6,6,1,확률과 통계,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,3,6,6,2,물리학Ⅱ_물리학IIA,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,3,6,6,3,인공지능 수학,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,3,6,6,4,화법과 작문,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,3,6,6,5,일본어Ⅱ,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,3,6,6,7,일본어Ⅱ,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,3,7,7,1,스포츠 생활,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,3,7,7,2,화학Ⅱ_화학IIA,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,3,7,7,3,인공지능 수학,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,3,7,7,4,논술,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,3,7,7,5,일본어Ⅱ,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,3,7,7,7,일본어Ⅱ,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,3,8,8,1,미적분,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,3,8,8,2,생명과학Ⅱ_생명과학IIA,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,3,8,8,3,고전 읽기,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,3,8,8,4,스포츠 생활,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,3,8,8,5,영어 독해와 작문,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,3,8,8,7,확률과 통계,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,3,공유클래스1,,4,언어와 매체,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,3,공유클래스2,,2,지구과학Ⅱ,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,3,컴퓨터실,,5,프로그래밍,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,3,컴퓨터실,,7,프로그래밍,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,1,1,1,1,체육2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,1,1,1,2,통합과학2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,1,1,1,3,한국사2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,1,1,1,4,과학탐구실험2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,1,1,1,5,공통영어2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,1,1,1,6,공통수학2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,1,1,1,7,공통국어2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,1,2,2,1,공통국어2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,1,2,2,2,공통수학2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,1,2,2,3,음악,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,1,2,2,4,통합과학2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,1,2,2,5,통합사회2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,1,2,2,6,공통국어2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,1,2,2,7,공통영어2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,1,3,3,1,통합사회2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,1,3,3,2,공통국어2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,1,3,3,3,생태와 환경,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,1,3,3,4,공통국어2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,1,3,3,5,공통수학2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,1,3,3,6,통합과학2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,1,3,3,7,한국사2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,1,4,4,1,공통영어2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,1,4,4,2,통합과학2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,1,4,4,3,생태와 환경,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,1,4,4,4,공통수학2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,1,4,4,5,체육2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,1,4,4,6,미술,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,1,4,4,7,통합사회2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,1,5,5,1,공통영어2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,1,5,5,2,미술,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,1,5,5,3,공통영어2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,1,5,5,4,통합과학2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,1,5,5,5,생태와 환경,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,1,5,5,6,공통수학2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,1,5,5,7,체육2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,1,6,6,1,통합과학2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,1,6,6,2,공통수학2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,1,6,6,3,공통영어2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,1,6,6,4,한국사2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,1,6,6,5,통합사회2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,1,6,6,6,공통국어2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,1,6,6,7,공통국어2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,1,7,7,1,통합과학2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,1,7,7,2,통합사회2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,1,7,7,3,한국사2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,1,7,7,4,공통수학2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,1,7,7,5,진로활동,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,1,7,7,6,음악,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,1,7,7,7,생태와 환경,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,1,8,8,1,진로활동,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,1,8,8,2,공통국어2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,1,8,8,3,통합사회2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,1,8,8,4,통합사회2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,1,8,8,5,통합과학2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,1,8,8,6,한국사2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,1,8,8,7,과학탐구실험2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,2,1,1,1,수학Ⅱ,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,2,1,1,2,사회문제 탐구,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,2,1,1,3,독서,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,2,1,1,4,한국지리,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,2,1,1,5,영어Ⅱ,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,2,1,1,6,진로와 직업,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,2,1,1,7,생활과 과학,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,2,2,2,1,독서,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,2,2,2,2,심화 국어,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,2,2,2,3,수학Ⅱ,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,2,2,2,4,영어Ⅱ,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,2,2,2,5,사회·문화,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,2,2,2,6,생활과 과학,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,2,2,2,7,진로활동,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,2,3,3,1,음악 연주,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,2,3,3,2,영어Ⅱ,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,2,3,3,3,진로와 직업,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,2,3,3,4,사회·문화,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,2,3,3,5,자율활동,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,2,3,3,6,독서,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,2,3,3,7,심화 국어,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,2,4,4,1,미술 창작,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,2,4,4,2,한국지리,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,2,4,4,3,운동과 건강,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,2,4,4,4,수학Ⅱ,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,2,4,4,5,진로와 직업,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,2,4,4,6,영어Ⅱ,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,2,4,4,7,독서,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,2,5,5,1,수학Ⅱ,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,2,5,5,2,자율활동,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,2,5,5,3,독서,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,2,5,5,4,영어Ⅱ,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,2,5,5,5,음악 연주,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,2,5,5,6,운동과 건강,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,2,5,5,7,독서,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,2,6,6,1,영어Ⅱ,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,2,6,6,2,기하,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,2,6,6,3,물리학Ⅰ_물리학IA,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,2,6,6,4,사회문제 탐구,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,2,6,6,5,일본어Ⅰ,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,2,6,6,6,진로와 직업,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,2,6,6,7,운동과 건강,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,2,7,7,1,영어Ⅱ,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,2,7,7,2,독서,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,2,7,7,3,화학Ⅰ_화학IA,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,2,7,7,4,운동과 건강,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,2,7,7,5,수학Ⅱ,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,2,7,7,6,사회문제 탐구,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,2,7,7,7,영어Ⅱ,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,2,8,8,1,사회문제 탐구,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,2,8,8,2,수학Ⅱ,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,2,8,8,3,생명과학Ⅰ_생명과학IA,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,2,8,8,4,진로와 직업,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,2,8,8,5,미술 창작,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,2,8,8,6,독서,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,2,8,8,7,기하,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,2,공유클래스1,,2,윤리와 사상,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,2,공유클래스2,,3,지구과학Ⅰ_지구과학IA,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,3,1,1,1,여행지리,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,3,1,1,2,스포츠 생활,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,3,1,1,3,생활과 윤리,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,3,1,1,4,화법과 작문,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,3,1,1,5,영미 문학 읽기,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,3,1,1,6,확률과 통계,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,3,1,1,7,정치와 법,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,3,2,2,1,화법과 작문,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,3,2,2,2,일본어Ⅱ,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,3,2,2,3,영어 독해와 작문,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,3,2,2,4,스포츠 생활,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,3,2,2,5,생활과 윤리,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,3,2,2,6,논술,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,3,2,2,7,여행지리,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,3,3,3,1,여행지리,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,3,3,3,2,일본어Ⅱ,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,3,3,3,3,영어 독해와 작문,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,3,3,3,4,생활과 윤리,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,3,3,3,5,논술,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,3,3,3,6,영미 문학 읽기,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,3,3,3,7,화법과 작문,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,3,4,4,1,영미 문학 읽기,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,3,4,4,2,영어 독해와 작문,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,3,4,4,3,스포츠 생활,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,3,4,4,4,일본어Ⅱ,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,3,4,4,5,정치와 법,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,3,4,4,6,화법과 작문,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,3,4,4,7,생활과 윤리,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,3,5,5,1,생활과 윤리,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,3,5,5,2,영미 문학 읽기,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,3,5,5,3,정치와 법,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,3,5,5,4,확률과 통계,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,3,5,5,5,영어 독해와 작문,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,3,5,5,6,언어와 매체,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,3,5,5,7,여행지리,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,3,6,6,1,물리학Ⅱ_물리학IIB,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,3,6,6,2,인공지능 수학,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,3,6,6,3,미적분,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,3,6,6,4,물리학Ⅱ_물리학IIA,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,3,6,6,5,스포츠 생활,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250821,주간,일반계,일반학과,3,6,6,6,논술,20250824
