ATPT_OFCDC_SC_CODE,ATPT_OFCDC_SC_NM,SD_SCHUL_CODE,SCHUL_NM,AY,SEM,ALL_TI_YMD,DGHT_CRSE_SC_NM,ORD_SC_NM,DDDEP_NM,GRADE,CLRM_NM,CLASS_NM,PERIO,ITRT_CNTNT,LOAD_DTM
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,1,7,7,2,공통영어2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,1,7,7,3,공통국어2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,1,7,7,4,체육2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,1,7,7,5,한국사2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,1,7,7,6,통합과학2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,1,7,7,7,과학탐구실험2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,1,8,8,1,공통국어2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,1,8,8,2,음악,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,1,8,8,3,체육2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,1,8,8,4,공통수학2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,1,8,8,5,통합과학2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,1,8,8,6,생태와 환경,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,1,8,8,7,통합사회2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,2,1,1,1,진로활동,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,2,1,1,2,일본어Ⅰ,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,2,1,1,3,수학Ⅱ,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,2,1,1,4,독서,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,2,1,1,5,심화 국어,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,2,1,1,6,사회·문화,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,2,1,1,7,음악 연주,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,2,2,2,1,운동과 건강,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,2,2,2,2,진로와 직업,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,2,2,2,3,영어Ⅱ,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,2,2,2,4,일본어Ⅰ,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,2,2,2,5,수학Ⅱ,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,2,2,2,6,독서,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,2,2,2,7,미술 창작,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,2,3,3,1,독서,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,2,3,3,2,영어Ⅱ,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,2,3,3,3,심화 국어,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,2,3,3,4,사회·문화,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,2,3,3,5,운동과 건강,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,2,3,3,6,수학Ⅱ,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,2,3,3,7,일본어Ⅰ,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,2,4,4,1,진로활동,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,2,4,4,2,독서,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,2,4,4,3,수학Ⅱ,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,2,4,4,4,자율활동,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,2,4,4,5,심화 국어,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,2,4,4,6,영어Ⅱ,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,2,4,4,7,일본어Ⅰ,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,2,5,5,1,사회·문화,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,2,5,5,2,진로활동,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,2,5,5,3,수학Ⅱ,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,2,5,5,4,독서,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,2,5,5,5,영어권 문화,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,2,5,5,6,음악 연주,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,2,5,5,7,영어Ⅱ,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,2,6,6,1,진로활동,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,2,6,6,2,일본어Ⅰ,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,2,6,6,3,음악 연주,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,2,6,6,4,물리학Ⅰ_물리학IC,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,2,6,6,5,수학Ⅱ,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,2,6,6,6,영어Ⅱ,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,2,6,6,7,독서,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,2,7,7,1,독서,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,2,7,7,2,수학Ⅱ,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,2,7,7,3,미술 창작,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,2,7,7,4,화학Ⅰ_화학IC,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,2,7,7,5,기하,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,2,7,7,6,사회문제 탐구,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,2,7,7,7,진로활동,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,2,8,8,1,영어Ⅱ,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,2,8,8,2,운동과 건강,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,2,8,8,3,독서,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,2,8,8,4,생명과학Ⅰ_생명과학IC,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,2,8,8,5,자율활동,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,2,8,8,6,미술 창작,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,2,8,8,7,수학Ⅱ,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,3,1,1,1,논술,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,3,1,1,2,여행지리,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,3,1,1,3,고전 읽기,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,3,1,1,4,영어 독해와 작문,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,3,1,1,5,생활과 윤리,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,3,1,1,6,정치와 법,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,3,1,1,7,화법과 작문,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,3,2,2,1,확률과 통계,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,3,2,2,2,영미 문학 읽기,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,3,2,2,3,정치와 법,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,3,2,2,4,일본어Ⅱ,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,3,2,2,5,여행지리,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,3,2,2,6,생활과 윤리,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,3,2,2,7,고전 읽기,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,3,3,3,1,화법과 작문,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,3,3,3,2,영어 독해와 작문,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,3,3,3,3,생활과 윤리,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,3,3,3,4,영미 문학 읽기,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,3,3,3,5,일본어Ⅱ,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,3,3,3,6,논술,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,3,3,3,7,스포츠 생활,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,3,4,4,1,정치와 법,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,3,4,4,2,영어 독해와 작문,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,3,4,4,3,논술,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,3,4,4,4,여행지리,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,3,4,4,5,진로활동,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,3,4,4,6,고전 읽기,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,3,4,4,7,영미 문학 읽기,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,3,5,5,1,확률과 통계,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,3,5,5,2,고전 읽기,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,3,5,5,3,스포츠 생활,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,3,5,5,4,정치와 법,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,3,5,5,5,진로활동,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,3,5,5,6,여행지리,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,3,5,5,7,생활과 윤리,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,3,6,6,1,영어 독해와 작문,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,3,6,6,2,진로활동,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,3,6,6,3,물리학Ⅱ_물리학IIA,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,3,6,6,4,미적분,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,3,6,6,5,화법과 작문,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,3,6,6,6,융합과학,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,3,6,6,7,확률과 통계,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,3,7,7,1,미적분,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,3,7,7,2,화법과 작문,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,3,7,7,3,화학Ⅱ_화학IIA,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,3,7,7,4,스포츠 생활,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,3,7,7,5,확률과 통계,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,3,7,7,6,고급 물리학,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,3,7,7,7,영어 독해와 작문,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,3,8,8,1,프로그래밍,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,3,8,8,2,프로그래밍,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,3,8,8,3,생명과학Ⅱ_생명과학IIA,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,3,8,8,4,영어 독해와 작문,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,3,8,8,5,미적분,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,3,8,8,6,화학 실험,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,3,8,8,7,화법과 작문,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,3,공유클래스1,,5,언어와 매체,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,3,공유클래스2,,3,지구과학Ⅱ,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250819,주간,일반계,일반학과,3,공유클래스4,,2,언어와 매체,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,1,1,1,1,통합사회2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,1,1,1,2,통합사회2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,1,1,1,3,공통수학2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,1,1,1,4,공통국어2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,1,1,1,5,한국사2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,1,1,1,7,통합과학2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,1,2,2,1,통합과학2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,1,2,2,2,한국사2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,1,2,2,3,체육2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,1,2,2,4,통합사회2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,1,2,2,5,공통영어2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,1,2,2,7,음악,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,1,3,3,1,공통영어2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,1,3,3,2,통합과학2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,1,3,3,3,미술,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,1,3,3,4,진로활동,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,1,3,3,5,공통수학2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,1,3,3,7,통합사회2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,1,4,4,1,과학탐구실험2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,1,4,4,2,공통영어2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,1,4,4,3,통합사회2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,1,4,4,4,공통수학2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,1,4,4,5,공통국어2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,1,4,4,7,공통영어2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,1,5,5,1,통합과학2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,1,5,5,2,공통국어2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,1,5,5,3,공통영어2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,1,5,5,4,한국사2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,1,5,5,5,과학탐구실험2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,1,5,5,7,미술,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,1,6,6,1,한국사2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,1,6,6,2,체육2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,1,6,6,3,공통수학2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,1,6,6,4,통합과학2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,1,6,6,5,공통국어2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,1,6,6,7,통합사회2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,1,7,7,1,공통수학2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,1,7,7,2,공통국어2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,1,7,7,3,통합과학2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,1,7,7,4,공통국어2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,1,7,7,5,체육2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,1,7,7,7,통합사회2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,1,8,8,1,공통국어2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,1,8,8,2,한국사2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,1,8,8,3,공통영어2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,1,8,8,4,통합과학2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,1,8,8,5,공통영어2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,1,8,8,7,공통수학2,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,2,1,1,1,운동과 건강,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,2,1,1,2,수학Ⅱ,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,2,1,1,3,사회문제 탐구,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,2,1,1,4,음악 연주,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,2,1,1,5,생활과 과학,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,2,1,1,7,영어Ⅱ,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,2,2,2,1,영어Ⅱ,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,2,2,2,2,한국지리,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,2,2,2,3,운동과 건강,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,2,2,2,4,미술 창작,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,2,2,2,5,수학Ⅱ,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,2,2,2,7,사회문제 탐구,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,2,3,3,1,한국지리,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,2,3,3,2,사회문제 탐구,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,2,3,3,3,영어Ⅱ,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,2,3,3,4,독서,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,2,3,3,5,수학Ⅱ,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,2,3,3,7,생활과 과학,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,2,4,4,1,생활과 과학,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,2,4,4,2,수학Ⅱ,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,2,4,4,3,독서,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,2,4,4,4,사회문제 탐구,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,2,4,4,5,사회·문화,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,2,4,4,7,운동과 건강,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,2,5,5,1,일본어Ⅰ,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,2,5,5,2,일본어Ⅰ,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,2,5,5,3,영어Ⅱ,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,2,5,5,4,사회문제 탐구,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,2,5,5,5,한국지리,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,2,5,5,7,사회문제 탐구,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,2,6,6,1,자율활동,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,2,6,6,2,수학Ⅱ,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,2,6,6,3,물리학Ⅰ_물리학IC,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,2,6,6,4,독서,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,2,6,6,5,운동과 건강,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,2,6,6,7,물리학Ⅰ_물리학IB,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,2,7,7,1,영어Ⅱ,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,2,7,7,2,독서,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,2,7,7,3,화학Ⅰ_화학IC,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,2,7,7,4,수학Ⅱ,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,2,7,7,5,자율활동,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,2,7,7,7,화학Ⅰ_화학IB,20250824
B10,서울특별시교육청,7010117,강동고등학교,2025,2,20250820,주간,일반계,일반학과,2,8,8,1,일본어Ⅰ,20250824
