시도교육청,교육지원청,지역,정보공시학교코드,학교명,학교급코드,설립구분,주야간,제외여부,제외사유,1학년학급수,1학년학생수,1학년학급당학생수,2학년학급수,2학년학생수,2학년학급당학생수,3학년학급수,3학년학생수,3학년학급당학생수,특수학급학급수,특수학급학생수,특수학급학급당학생수,순회학급학급수,순회학급학생수,순회학급학급당학생수,학급수계,학생수계,학급당학생수계,교사수계,수업교원1인당학생수,학교급,담당자,학교특성,특성화고 구분,특성화고 담당자
경기도교육청,경기도평택교육지원청,경기도평택시,S090003988,세교중학교,3,공립,주간,N,,13,376,28.9,9,269,29.9,12,363,30.3,3,15,5,2,5,2.5,39,1028,26.4,67,15.3,중등,송훈재,,,
경기도교육청,경기도평택교육지원청,경기도평택시,S090007925,소사벌중학교,3,공립,주간,N,,10,286,28.6,0,0,0,0,0,0,1,4,4,0,0,0,11,290,26.4,20,14.5,중등,송훈재,,,
경기도교육청,경기도평택교육지원청,경기도평택시,S090000636,송탄고등학교,4,공립,주간,N,,10,310,31,6,141,23.5,7,153,21.9,3,22,7.3,1,5,5,27,631,23.4,49,12.9,고등,송훈재,일반고등학교,,
경기도교육청,경기도평택교육지원청,경기도평택시,S090003990,송탄중학교,3,공립,주간,N,,5,108,21.6,6,136,22.7,5,117,23.4,4,25,6.3,0,0,0,20,386,19.3,33,11.7,중등,송훈재,,,
경기도교육청,경기도평택교육지원청,경기도평택시,S090000666,신한고등학교,4,사립,주간,N,,10,323,32.3,10,324,32.4,10,323,32.3,1,10,10,0,0,0,31,980,31.6,60,16.3,고등,송훈재,일반고등학교,,
경기도교육청,경기도평택교육지원청,경기도평택시,S090003992,신한중학교,3,사립,주간,N,,8,227,28.4,9,266,29.6,9,270,30,0,0,0,0,0,0,26,763,29.3,46,16.6,중등,송훈재,,,
경기도교육청,경기도평택교육지원청,경기도평택시,S090003993,안일중학교,3,공립,주간,N,,10,261,26.1,9,243,27,9,232,25.8,1,7,7,0,0,0,29,743,25.6,51,14.6,중등,송훈재,,,
경기도교육청,경기도평택교육지원청,경기도평택시,S090000701,안중고등학교,4,사립,주간,N,,7,150,21.4,7,155,22.1,8,175,21.9,0,0,0,0,0,0,22,480,21.8,44,10.9,고등,송훈재,일반고등학교,,
경기도교육청,경기도평택교육지원청,경기도평택시,S090003994,안중중학교,3,사립,주간,N,,3,61,20.3,3,63,21,3,67,22.3,0,0,0,0,0,0,9,191,21.2,19,10.1,중등,송훈재,,,
경기도교육청,경기도평택교육지원청,경기도평택시,S090003995,오성중학교,3,사립,주간,N,,2,36,18,2,26,13,2,40,20,1,6,6,0,0,0,7,108,15.4,16,6.8,중등,송훈재,,,
경기도교육청,경기도평택교육지원청,경기도평택시,S090007237,용이중학교,3,공립,주간,N,,11,305,27.7,9,272,30.2,9,274,30.4,2,13,6.5,0,0,0,31,864,27.9,53,16.3,중등,송훈재,,,
경기도교육청,경기도평택교육지원청,경기도평택시,S090000755,은혜고등학교,4,사립,주간,N,,10,317,31.7,10,305,30.5,10,298,29.8,0,0,0,0,0,0,30,920,30.7,59,15.6,고등,송훈재,일반고등학교,,
경기도교육청,경기도평택교육지원청,경기도평택시,S090003996,은혜중학교,3,사립,주간,N,,5,115,23,5,115,23,6,144,24,0,0,0,0,0,0,16,374,23.4,28,13.4,중등,송훈재,,,
경기도교육청,경기도평택교육지원청,경기도평택시,S090005672,이충고등학교,4,공립,주간,N,,10,321,32.1,10,318,31.8,10,315,31.5,3,25,8.3,0,0,0,33,979,29.7,64,15.3,고등,송훈재,일반고등학교,,
경기도교육청,경기도평택교육지원청,경기도평택시,S090005354,이충중학교,3,공립,주간,N,,6,140,23.3,6,146,24.3,6,153,25.5,3,19,6.3,0,0,0,21,458,21.8,36,12.7,중등,송훈재,,,
경기도교육청,경기도평택교육지원청,경기도평택시,S090005161,장당중학교,3,공립,주간,N,,5,108,21.6,6,157,26.2,6,146,24.3,2,13,6.5,0,0,0,19,424,22.3,33,12.8,중등,송훈재,,,
경기도교육청,경기도평택교육지원청,경기도평택시,S090000810,진위고등학교,4,사립,주간,N,,8,192,24,9,188,20.9,7,129,18.4,0,0,0,0,0,0,24,509,21.2,48,10.6,고등,송훈재,일반고등학교,,
경기도교육청,경기도평택교육지원청,경기도평택시,S090003997,진위중학교,3,사립,주간,N,,2,37,18.5,2,52,26,2,54,27,0,0,0,0,0,0,6,143,23.8,14,10.2,중등,송훈재,,,
경기도교육청,경기도평택교육지원청,경기도평택시,S090000813,청담고등학교,4,사립,주간,N,,9,198,22,9,170,18.9,9,159,17.7,0,0,0,0,0,0,27,527,19.5,59,8.9,고등,송훈재,특성화고등학교,특성화고등학교,송훈재
경기도교육청,경기도평택교육지원청,경기도평택시,S090003998,청담중학교,3,사립,주간,N,,5,133,26.6,5,129,25.8,4,102,25.5,0,0,0,0,0,0,14,364,26,26,14,중등,송훈재,,,
경기도교육청,경기도평택교육지원청,경기도평택시,S090005804,청북고등학교,4,공립,주간,N,,10,314,31.4,10,321,32.1,10,308,30.8,1,9,9,0,0,0,31,952,30.7,61,15.6,고등,송훈재,일반고등학교,,
경기도교육청,경기도평택교육지원청,경기도평택시,S090003999,청북중학교,3,공립,주간,N,,1,14,14,1,23,23,1,25,25,1,4,4,0,0,0,4,66,16.5,12,5.5,중등,송훈재,,,
경기도교육청,경기도평택교육지원청,경기도평택시,S090005887,청옥중학교,3,공립,주간,N,,15,425,28.3,13,352,27.1,14,410,29.3,2,7,3.5,0,0,0,44,1194,27.1,76,15.7,중등,송훈재,,,
경기도교육청,경기도평택교육지원청,경기도평택시,S090000821,태광고등학교,4,사립,주간,N,,10,308,30.8,10,288,28.8,10,301,30.1,0,0,0,0,0,0,30,897,29.9,59,15.2,고등,송훈재,일반고등학교,,
경기도교육청,경기도평택교육지원청,경기도평택시,S090004000,태광중학교,3,사립,주간,N,,7,172,24.6,6,150,25,7,170,24.3,0,0,0,0,0,0,20,492,24.6,35,14.1,중등,송훈재,,,
경기도교육청,경기도평택교육지원청,경기도평택시,S090000837,평택고등학교,4,공립,주간,N,,10,306,30.6,10,312,31.2,10,309,30.9,2,16,8,0,0,0,32,943,29.5,62,15.2,고등,송훈재,일반고등학교,,
경기도교육청,경기도평택교육지원청,경기도평택시,S090000838,평택마이스터고등학교,4,공립,주간,N,,8,144,18,8,137,17.1,8,152,19,2,13,6.5,0,0,0,26,446,17.2,63,7.1,고등,송훈재,특수목적고등학교,,송훈재
경기도교육청,경기도평택교육지원청,경기도평택시,S090000840,평택여자고등학교,4,공립,주간,N,,12,360,30,12,362,30.2,12,354,29.5,2,17,8.5,0,0,0,38,1093,28.8,74,14.8,고등,송훈재,일반고등학교,,
경기도교육청,경기도평택교육지원청,경기도평택시,S090004002,평택여자중학교,3,공립,주간,N,,11,312,28.4,13,369,28.4,13,397,30.5,2,8,4,0,0,0,39,1086,27.8,69,15.7,중등,송훈재,,,
경기도교육청,경기도평택교육지원청,경기도평택시,S090004003,평택중학교,3,공립,주간,N,,13,370,28.5,13,393,30.2,10,295,29.5,2,15,7.5,0,0,0,38,1073,28.2,67,16,중등,송훈재,,,
경기도교육청,경기도평택교육지원청,경기도평택시,S090004004,포승중학교,3,공립,주간,N,,2,50,25,2,47,23.5,2,47,23.5,1,1,1,0,0,0,7,145,20.7,15,9.7,중등,송훈재,,,
경기도교육청,경기도평택교육지원청,경기도평택시,S090000851,한광고등학교,4,사립,주간,N,,10,320,32,10,323,32.3,10,331,33.1,0,0,0,0,0,0,30,974,32.5,58,16.8,고등,송훈재,일반고등학교,,
경기도교육청,경기도평택교육지원청,경기도평택시,S090000852,한광여자고등학교,4,사립,주간,N,,11,353,32.1,11,355,32.3,11,348,31.6,0,0,0,0,0,0,33,1056,32,63,16.8,고등,송훈재,일반고등학교,,
경기도교육청,경기도평택교육지원청,경기도평택시,S090004005,한광여자중학교,3,사립,주간,N,,11,318,28.9,10,286,28.6,8,239,29.9,0,0,0,0,0,0,29,843,29.1,51,16.5,중등,송훈재,,,
경기도교육청,경기도평택교육지원청,경기도평택시,S090004006,한광중학교,3,사립,주간,N,,10,279,27.9,9,263,29.2,8,235,29.4,0,0,0,0,0,0,27,777,28.8,47,16.5,중등,송훈재,,,
경기도교육청,경기도평택교육지원청,경기도평택시,S090000853,한국관광고등학교,4,사립,주간,N,,3,76,25.3,3,71,23.7,3,64,21.3,0,0,0,0,0,0,9,211,23.4,21,10,고등,송훈재,특성화고등학교,특성화고등학교,송훈재
경기도교육청,경기도평택교육지원청,경기도평택시,S090007883,해창중학교,3,공립,주간,N,,12,308,25.7,8,184,23,4,96,24,1,7,7,0,0,0,25,595,23.8,43,13.8,중등,송훈재,,,
경기도교육청,경기도평택교육지원청,경기도평택시,S090005290,현화고등학교,4,공립,주간,N,,10,317,31.7,10,323,32.3,10,320,32,2,16,8,0,0,0,32,976,30.5,61,16,고등,송훈재,일반고등학교,,
경기도교육청,경기도평택교육지원청,경기도평택시,S090004007,현화중학교,3,공립,주간,N,,8,206,25.8,8,201,25.1,8,208,26,3,15,5,0,0,0,27,630,23.3,46,13.7,중등,송훈재,,,
경기도교육청,경기도평택교육지원청,경기도평택시,S090000871,효명고등학교,4,사립,주간,N,,10,323,32.3,10,327,32.7,10,316,31.6,0,0,0,0,0,0,30,966,32.2,58,16.7,고등,송훈재,일반고등학교,,
경기도교육청,경기도평택교육지원청,경기도평택시,S090004008,효명중학교,3,사립,주간,N,,7,167,23.9,6,148,24.7,6,164,27.3,0,0,0,0,0,0,19,479,25.2,35,13.7,중등,송훈재,,,
경기도교육청,경기도화성오산교육지원청,경기도화성시,S090005470,기산중학교,3,공립,주간,N,,5,152,30.4,6,188,31.3,6,182,30.3,1,7,7,0,0,0,18,529,29.4,32,16.5,중등,송훈재,,,
경기도교육청,경기도화성오산교육지원청,경기도화성시,S090005175,기안중학교,3,공립,주간,N,,6,178,29.7,8,240,30,7,208,29.7,2,13,6.5,0,0,0,23,639,27.8,40,16,중등,송훈재,,,
경기도교육청,경기도화성오산교육지원청,경기도화성시,S090005655,나루고등학교,4,공립,주간,N,,8,276,34.5,8,275,34.4,8,279,34.9,0,0,0,0,0,0,24,830,34.6,49,16.9,고등,송훈재,일반고등학교,,
경기도교육청,경기도화성오산교육지원청,경기도화성시,S090000518,남양고등학교,4,공립,주간,N,,7,225,32.1,7,222,31.7,7,223,31.9,1,8,8,1,5,5,23,683,29.7,44,15.5,고등,송훈재,일반고등학교,,
경기도교육청,경기도화성오산교육지원청,경기도화성시,S090004259,남양중학교,3,공립,주간,N,,7,160,22.9,6,157,26.2,8,199,24.9,2,12,6,1,4,4,24,532,22.2,39,13.6,중등,송훈재,,,
경기도교육청,경기도화성오산교육지원청,경기도화성시,S090005808,능동고등학교,4,공립,주간,N,,8,278,34.8,9,276,30.7,10,336,33.6,1,9,9,0,0,0,28,899,32.1,54,16.6,고등,송훈재,일반고등학교,,
경기도교육청,경기도화성오산교육지원청,경기도화성시,S090005654,능동중학교,3,공립,주간,N,,9,294,32.7,9,281,31.2,10,316,31.6,2,12,6,0,0,0,30,903,30.1,54,16.7,중등,송훈재,,,
경기도교육청,경기도화성오산교육지원청,경기도화성시,S090007127,다원중학교,3,공립,주간,N,,12,422,35.2,12,396,33,12,395,32.9,1,6,6,0,0,0,37,1219,32.9,64,19,중등,송훈재,,,
경기도교육청,경기도화성오산교육지원청,경기도화성시,S090005459,동탄고등학교,4,공립,주간,N,,10,355,35.5,10,352,35.2,13,413,31.8,1,8,8,0,0,0,34,1128,33.2,65,17.4,고등,송훈재,일반고등학교,,
경기도교육청,경기도화성오산교육지원청,경기도화성시,S090006577,동탄국제고등학교,4,공립,주간,N,,8,203,25.4,8,197,24.6,8,190,23.8,0,0,0,0,0,0,24,590,24.6,62,9.5,고등,송훈재,특수목적고등학교,,송훈재
경기도교육청,경기도화성오산교육지원청,경기도화성시,S090007242,동탄목동중학교,3,공립,주간,N,,12,414,34.5,12,395,32.9,12,398,33.2,1,9,9,0,0,0,37,1216,32.9,67,18.1,중등,송훈재,,,
경기도교육청,경기도화성오산교육지원청,경기도화성시,S090006812,동탄중앙고등학교,4,공립,주간,N,,10,358,35.8,11,373,33.9,10,314,31.4,2,14,7,0,0,0,33,1059,32.1,62,17.1,고등,송훈재,일반고등학교,,
경기도교육청,경기도화성오산교육지원청,경기도화성시,S090004261,동탄중학교,3,공립,주간,N,,10,358,35.8,10,334,33.4,10,333,33.3,1,8,8,0,0,0,31,1033,33.3,55,18.8,중등,송훈재,,,
경기도교육청,경기도화성오산교육지원청,경기도화성시,S090004260,동학중학교,3,공립,주간,N,,9,245,27.2,8,216,27,8,219,27.4,1,6,6,0,0,0,26,686,26.4,45,15.2,중등,송훈재,,,
경기도교육청,경기도화성오산교육지원청,경기도화성시,S090000546,두레자연고등학교,4,사립,주간,N,,2,41,20.5,2,40,20,2,40,20,0,0,0,0,0,0,6,121,20.2,16,7.6,고등,송훈재,특성화고등학교,특성화고등학교,송훈재
경기도교육청,경기도화성오산교육지원청,경기도화성시,S090005022,두레자연중학교,3,사립,주간,N,,1,20,20,1,20,20,1,20,20,0,0,0,0,0,0,3,60,20,11,5.5,중등,송훈재,,,
경기도교육청,경기도화성오산교육지원청,경기도화성시,S090005578,반송고등학교,4,공립,주간,N,,10,354,35.4,11,331,30.1,11,346,31.5,0,0,0,0,0,0,32,1031,32.2,62,16.6,고등,송훈재,일반고등학교,,
경기도교육청,경기도화성오산교육지원청,경기도화성시,S090005590,반송중학교,3,공립,주간,N,,10,339,33.9,10,334,33.4,10,330,33,1,5,5,0,0,0,31,1008,32.5,54,18.7,중등,송훈재,,,
경기도교육청,경기도화성오산교육지원청,경기도화성시,S090000559,발안바이오과학고등학교,4,공립,주간,N,,5,125,25,5,121,24.2,4,104,26,0,0,0,0,0,0,14,350,25,31,11.3,고등,송훈재,특성화고등학교,특성화고등학교,송훈재
경기도교육청,경기도화성오산교육지원청,경기도화성시,S090004263,발안중학교,3,공립,주간,N,,5,142,28.4,5,159,31.8,11,314,28.5,2,15,7.5,0,0,0,23,630,27.4,41,15.4,중등,송훈재,,,
경기도교육청,경기도화성오산교육지원청,경기도화성시,S090006944,방교중학교,3,공립,주간,N,,12,409,34.1,12,393,32.8,12,399,33.3,1,9,9,0,0,0,37,1210,32.7,66,18.3,중등,송훈재,,,
경기도교육청,경기도화성오산교육지원청,경기도화성시,S090004920,병점고등학교,4,공립,주간,N,,10,354,35.4,10,339,33.9,10,301,30.1,2,18,9,0,0,0,32,1012,31.6,63,16.1,고등,송훈재,일반고등학교,,
경기도교육청,경기도화성오산교육지원청,경기도화성시,S090005164,병점중학교,3,공립,주간,N,,11,356,32.4,11,338,30.7,11,343,31.2,2,15,7.5,0,0,0,35,1052,30.1,61,17.2,중등,송훈재,,,
경기도교육청,경기도화성오산교육지원청,경기도화성시,S090005579,봉담고등학교,4,공립,주간,N,,8,282,35.3,8,287,35.9,8,283,35.4,3,21,7,0,0,0,27,873,32.3,50,17.5,고등,송훈재,일반고등학교,,
경기도교육청,경기도화성오산교육지원청,경기도화성시,S090004265,봉담중학교,3,공립,주간,N,,10,295,29.5,9,280,31.1,8,249,31.1,2,15,7.5,0,0,0,29,839,28.9,49,17.1,중등,송훈재,,,
경기도교육청,경기도화성오산교육지원청,경기도화성시,S090000594,비봉고등학교,4,사립,주간,N,,10,249,24.9,10,229,22.9,11,256,23.3,0,0,0,0,0,0,31,734,23.7,62,11.8,고등,송훈재,일반고등학교,,
경기도교육청,경기도화성오산교육지원청,경기도화성시,S090004266,비봉중학교,3,사립,주간,N,,2,39,19.5,2,57,28.5,2,63,31.5,0,0,0,0,0,0,6,159,26.5,15,10.6,중등,송훈재,,,
경기도교육청,경기도화성오산교육지원청,경기도화성시,S090000600,삼괴고등학교,4,사립,주간,N,,8,215,26.9,8,210,26.3,8,216,27,2,16,8,0,0,0,26,657,25.3,51,12.9,고등,송훈재,일반고등학교,,
경기도교육청,경기도화성오산교육지원청,경기도화성시,S090004267,삼괴중학교,3,사립,주간,N,,3,76,25.3,4,98,24.5,3,82,27.3,1,6,6,0,0,0,11,262,23.8,21,12.5,중등,송훈재,,,
경기도교육청,경기도화성오산교육지원청,경기도화성시,S090007315,새솔고등학교,4,공립,주간,N,,9,245,27.2,8,223,27.9,8,225,28.1,1,3,3,1,3,3,27,699,25.9,51,13.7,고등,송훈재,일반고등학교,,
경기도교육청,경기도화성오산교육지원청,경기도화성시,S090004268,서신중학교,3,사립,주간,N,,1,7,7,1,18,18,1,14,14,1,4,4,0,0,0,4,43,10.8,13,3.3,중등,송훈재,,,
경기도교육청,경기도화성오산교육지원청,경기도화성시,S090007316,서연고등학교,4,공립,주간,N,,12,354,29.5,12,416,34.7,13,413,31.8,0,0,0,0,0,0,37,1183,32,73,16.2,고등,송훈재,일반고등학교,,
경기도교육청,경기도화성오산교육지원청,경기도화성시,S090007332,서연중학교,3,공립,주간,N,,12,419,34.9,12,400,33.3,12,394,32.8,1,6,6,0,0,0,37,1219,32.9,65,18.8,중등,송훈재,,,
경기도교육청,경기도화성오산교육지원청,경기도화성시,S090005473,석우중학교,3,공립,주간,N,,10,336,33.6,10,339,33.9,10,331,33.1,1,8,8,0,0,0,31,1014,32.7,56,18.1,중등,송훈재,,,
경기도교육청,경기도화성오산교육지원청,경기도화성시,S090005592,솔빛중학교,3,공립,주간,N,,10,335,33.5,10,338,33.8,10,326,32.6,2,13,6.5,0,0,0,32,1012,31.6,55,18.4,중등,송훈재,,,
경기도교육청,경기도화성오산교육지원청,경기도화성시,S090007189,송린중학교,3,공립,주간,N,,17,459,27,15,414,27.6,12,335,27.9,2,12,6,0,0,0,46,1220,26.5,78,15.6,중등,송훈재,,,
경기도교육청,경기도화성오산교육지원청,경기도화성시,S090000634,송산고등학교,4,사립,주간,N,,4,127,31.8,4,122,30.5,4,128,32,1,3,3,0,0,0,13,380,29.2,23,16.5,고등,송훈재,일반고등학교,,
경기도교육청,경기도화성오산교육지원청,경기도화성시,S090004270,송산중학교,3,사립,주간,N,,6,152,25.3,5,139,27.8,4,91,22.8,1,8,8,0,0,0,16,390,24.4,26,15,중등,송훈재,,,
경기도교육청,경기도화성오산교육지원청,경기도화성시,S090007395,수현중학교,3,공립,주간,N,,5,132,26.4,9,218,24.2,10,286,28.6,2,10,5,0,0,0,26,646,24.8,43,15,중등,송훈재,,,
경기도교육청,경기도화성오산교육지원청,경기도화성시,S090007916,신동고등학교,4,공립,주간,N,,6,129,21.5,0,0,0,0,0,0,1,1,1,0,0,0,7,130,18.6,15,8.7,고등,송훈재,일반고등학교,,
경기도교육청,경기도화성오산교육지원청,경기도화성시,S090007330,신백중학교,3,공립,주간,N,,10,294,29.4,10,293,29.3,10,273,27.3,1,7,7,0,0,0,31,867,28,55,15.8,중등,송훈재,,,
경기도교육청,경기도화성오산교육지원청,경기도화성시,S090004271,안용중학교,3,사립,주간,N,,6,157,26.2,6,186,31,6,160,26.7,0,0,0,0,0,0,18,503,27.9,32,15.7,중등,송훈재,,,
경기도교육청,경기도화성오산교육지원청,경기도화성시,S090005460,안화고등학교,4,공립,주간,N,,10,353,35.3,10,339,33.9,11,375,34.1,2,16,8,0,0,0,33,1083,32.8,63,17.2,고등,송훈재,일반고등학교,,
경기도교육청,경기도화성오산교육지원청,경기도화성시,S090005020,안화중학교,3,공립,주간,N,,12,393,32.8,12,391,32.6,12,376,31.3,2,10,5,0,0,0,38,1170,30.8,65,18,중등,송훈재,,,
경기도교육청,경기도화성오산교육지원청,경기도화성시,S090004272,양감중학교,3,공립,주간,N,,1,10,10,1,14,14,1,6,6,1,3,3,0,0,0,4,33,8.3,13,2.5,중등,송훈재,,,
경기도교육청,경기도화성오산교육지원청,경기도화성시,S090005580,예당고등학교,4,공립,주간,N,,10,348,34.8,10,344,34.4,11,359,32.6,1,10,10,0,0,0,32,1061,33.2,63,16.8,고등,송훈재,일반고등학교,,
경기도교육청,경기도화성오산교육지원청,경기도화성시,S090005875,예당중학교,3,공립,주간,N,,8,265,33.1,8,266,33.3,8,253,31.6,1,8,8,0,0,0,25,792,31.7,45,17.6,중등,송훈재,,,
경기도교육청,경기도화성오산교육지원청,경기도화성시,S090007278,와우고등학교,4,공립,주간,N,,10,356,35.6,12,433,36.1,14,472,33.7,2,17,8.5,0,0,0,38,1278,33.6,75,17,고등,송훈재,일반고등학교,,
경기도교육청,경기도화성오산교육지원청,경기도화성시,S090005657,와우중학교,3,공립,주간,N,,10,318,31.8,10,313,31.3,10,325,32.5,1,6,6,0,0,0,31,962,31,54,17.8,중등,송훈재,,,
경기도교육청,경기도화성오산교육지원청,경기도화성시,S090007130,이산고등학교,4,공립,주간,N,,13,421,32.4,13,423,32.5,13,412,31.7,1,6,6,0,0,0,40,1262,31.6,79,16,고등,송훈재,일반고등학교,,
경기도교육청,경기도화성오산교육지원청,경기도화성시,S090007256,이산중학교,3,공립,주간,N,,11,373,33.9,8,268,33.5,8,271,33.9,1,8,8,0,0,0,28,920,32.9,49,18.8,중등,송훈재,,,
경기도교육청,경기도화성오산교육지원청,경기도화성시,S090007568,이솔고등학교,4,공립,주간,N,,12,308,25.7,12,396,33,14,437,31.2,0,0,0,0,0,0,38,1141,30,77,14.8,고등,송훈재,일반고등학교,,
경기도교육청,경기도화성오산교육지원청,경기도화성시,S090004277,장안여자중학교,3,사립,주간,N,,3,78,26,4,95,23.8,3,89,29.7,1,4,4,0,0,0,11,266,24.2,20,13.3,중등,송훈재,,,
경기도교육청,경기도화성오산교육지원청,경기도화성시,S090004278,정남중학교,3,공립,주간,N,,2,31,15.5,2,45,22.5,2,46,23,1,2,2,0,0,0,7,124,17.7,15,8.3,중등,송훈재,,,
경기도교육청,경기도화성오산교육지원청,경기도화성시,S090007243,정현고등학교,4,공립,주간,N,,12,417,34.8,12,424,35.3,13,416,32,1,6,6,0,0,0,38,1263,33.2,77,16.4,고등,송훈재,일반고등학교,,
경기도교육청,경기도화성오산교육지원청,경기도화성시,S090004279,진안중학교,3,공립,주간,N,,6,162,27,5,146,29.2,7,203,29,0,0,0,0,0,0,18,511,28.4,32,16,중등,송훈재,,,
경기도교육청,경기도화성오산교육지원청,경기도화성시,S090007131,창의고등학교,4,공립,주간,N,,12,419,34.9,12,425,35.4,13,447,34.4,0,0,0,0,0,0,37,1291,34.9,71,18.2,고등,송훈재,일반고등학교,,
경기도교육청,경기도화성오산교육지원청,경기도화성시,S090006939,청계중학교,3,공립,주간,N,,12,437,36.4,12,398,33.2,12,402,33.5,1,8,8,0,0,0,37,1245,33.6,65,19.2,중등,송훈재,,,
경기도교육청,경기도화성오산교육지원청,경기도화성시,S090007219,청림중학교,3,공립,주간,N,,12,407,33.9,12,392,32.7,12,393,32.8,1,10,10,0,0,0,37,1202,32.5,65,18.5,중등,송훈재,,,
경기도교육청,경기도화성오산교육지원청,경기도화성시,S090007921,청연중학교,3,공립,주간,N,,2,55,27.5,2,25,12.5,2,25,12.5,1,1,1,0,0,0,7,106,15.1,16,6.6,중등,송훈재,,,
경기도교육청,경기도화성오산교육지원청,경기도화성시,S090007863,치동고등학교,4,공립,주간,N,,13,435,33.5,16,487,30.4,0,0,0,0,0,0,0,0,0,29,922,31.8,57,16.2,고등,송훈재,일반고등학교,,
경기도교육청,경기도화성오산교육지원청,경기도화성시,S090007522,치동중학교,3,공립,주간,N,,10,359,35.9,10,331,33.1,8,249,31.1,1,8,8,0,0,0,29,947,32.7,52,18.2,중등,송훈재,,,
경기도교육청,경기도화성오산교육지원청,경기도화성시,S090005661,푸른중학교,3,공립,주간,N,,10,334,33.4,10,330,33,10,323,32.3,1,7,7,0,0,0,31,994,32.1,57,17.4,중등,송훈재,,,
경기도교육청,경기도화성오산교육지원청,경기도화성시,S090007015,하길고등학교,4,공립,주간,N,,10,333,33.3,11,338,30.7,10,323,32.3,0,0,0,0,0,0,31,994,32.1,59,16.8,고등,송훈재,일반고등학교,,
경기도교육청,경기도화성오산교육지원청,경기도화성시,S090006155,하길중학교,3,공립,주간,N,,13,433,33.3,13,398,30.6,10,320,32,3,14,4.7,0,0,0,39,1165,29.9,67,17.4,중등,송훈재,,,
경기도교육청,경기도화성오산교육지원청,경기도화성시,S090006811,한백고등학교,4,공립,주간,N,,10,351,35.1,10,348,34.8,11,383,34.8,1,7,7,0,0,0,32,1089,34,60,18.2,고등,송훈재,일반고등학교,,
경기도교육청,경기도화성오산교육지원청,경기도화성시,S090006934,한백중학교,3,공립,주간,N,,12,429,35.8,12,401,33.4,12,391,32.6,1,4,4,0,0,0,37,1225,33.1,66,18.6,중등,송훈재,,,
경기도교육청,경기도화성오산교육지원청,경기도화성시,S090005663,향남고등학교,4,공립,주간,N,,9,281,31.2,9,285,31.7,8,273,34.1,2,16,8,0,0,0,28,855,30.5,54,15.8,고등,송훈재,일반고등학교,,
경기도교육청,경기도화성오산교육지원청,경기도화성시,S090005662,향남중학교,3,공립,주간,N,,13,440,33.8,13,450,34.6,11,381,34.6,1,7,7,0,0,0,38,1278,33.6,68,18.8,중등,송훈재,,,
경기도교육청,경기도화성오산교육지원청,경기도화성시,S090005909,향일고등학교,4,공립,주간,N,,8,281,35.1,8,281,35.1,8,272,34,2,17,8.5,0,0,0,26,851,32.7,52,16.4,고등,송훈재,일반고등학교,,
경기도교육청,경기도화성오산교육지원청,경기도화성시,S090000644,홍익디자인고등학교,4,사립,주간,N,,4,105,26.3,4,98,24.5,4,99,24.8,0,0,0,0,0,0,12,302,25.2,25,12.1,고등,송훈재,특성화고등학교,특성화고등학교,송훈재
경기도교육청,경기도화성오산교육지원청,경기도화성시,S090007907,화담고등학교,4,공립,주간,N,,12,396,33,0,0,0,0,0,0,1,3,3,0,0,0,13,399,30.7,24,16.6,고등,송훈재,일반고등학교,,
경기도교육청,경기도화성오산교육지원청,경기도화성시,S090007879,화담중학교,3,공립,주간,N,,10,282,28.2,4,117,29.3,2,46,23,3,13,4.3,0,0,0,19,458,24.1,34,13.5,중등,송훈재,,,
경기도교육청,경기도화성오산교육지원청,경기도화성시,S090004280,화도중학교,3,사립,주간,N,,2,60,30,2,56,28,2,56,28,0,0,0,0,0,0,6,172,28.7,14,12.3,중등,송훈재,,,
경기도교육청,경기도화성오산교육지원청,경기도화성시,S090000867,화성고등학교,4,사립,주간,N,,9,308,34.2,9,309,34.3,9,293,32.6,0,0,0,0,0,0,27,910,33.7,53,17.2,고등,송훈재,일반고등학교,,
경기도교육청,경기도화성오산교육지원청,경기도화성시,S090005587,화성동화중학교,3,공립,주간,N,,7,206,29.4,8,250,31.3,7,214,30.6,1,12,12,0,0,0,23,682,29.7,41,16.6,중등,송훈재,,,
경기도교육청,경기도화성오산교육지원청,경기도화성시,S090006700,화성반월고등학교,4,공립,주간,N,,10,355,35.5,10,341,34.1,10,336,33.6,1,5,5,1,2,2,32,1039,32.5,62,16.8,고등,송훈재,일반고등학교,,
경기도교육청,경기도화성오산교육지원청,경기도화성시,S090006652,화성반월중학교,3,공립,주간,N,,11,322,29.3,9,270,30,8,247,30.9,1,7,7,0,0,0,29,846,29.2,51,16.6,중등,송훈재,,,
경기도교육청,경기도화성오산교육지원청,경기도화성시,S090007878,화성상신중학교,3,공립,주간,N,,3,90,30,1,25,25,1,29,29,1,3,3,0,0,0,6,147,24.5,16,9.2,중등,송훈재,,,
경기도교육청,경기도화성오산교육지원청,경기도화성시,S090007521,화성세정중학교,3,공립,주간,N,,10,342,34.2,11,344,31.3,9,273,30.3,1,4,4,0,0,0,31,963,31.1,54,17.8,중등,송훈재,,,
경기도교육청,경기도화성오산교육지원청,경기도화성시,S090007917,화성신동중학교,3,공립,주간,N,,8,248,31,2,72,36,2,51,25.5,1,1,1,0,0,0,13,372,28.6,22,16.9,중등,송훈재,,,
